player_name,player_display_name,position,ros_projected_points,weeks_remaining,avg_weekly_projection,opponents,projected_points,last_week_played,last_season_played,avg_last_3_games,injury_status,injury_multiplier,overall_rank,position_rank
J.Reed,Jayden Reed,WR,68.49052429199219,8,8.561315536499023,"NYG,MIN,DET,CHI,DEN,CHI,BAL,MIN",,,,,,,258,
T.Benson,Trey Benson,RB,68.30316925048828,8,8.537896156311035,"SF,JAX,TB,LA,HOU,ATL,CIN,LA",,,,,,,259,
M.Forte,Matt Forte,RB,68.15596771240234,8,8.519495964050293,"NE,BAL,ATL,MIA,JAX,NO,NE,BUF",,,,,,,260,
T.Yates,T.J. Yates,QB,67.76116943359375,8,8.470146179199219,"TEN,BUF,IND,KC,ARI,LV,LAC,IND",,,,,,,261,
J.Smith,Jonnu Smith,TE,67.6780776977539,8,8.459759712219238,"CIN,CHI,BUF,BAL,MIA,DET,CLE,BAL",8.459759712219238,9.0,2025.0,7.099999999999995,,1.0,262,22.0
M.Wright,M.Wright,K,67.52748107910156,8,8.440935134887695,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",8.440935134887695,8.0,2025.0,5.666666666666667,,1.0,263,11.0
J.Sanders,J.Sanders,K,67.51834869384766,8,8.439793586730957,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,264,
X.Legette,Xavier Legette,WR,67.44561767578125,8,8.430702209472656,"ATL,SF,LA,BYE,NO,TB,SEA,TB",8.430702209472656,9.0,2025.0,10.333333333333334,,1.0,265,45.0
J.Tucker,J.Tucker,K,67.42146301269531,8,8.427682876586914,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,266,
C.Lamb,Cedarian Lamb,WR,67.39085388183594,8,8.423856735229492,"LV,PHI,KC,DET,MIN,LAC,WAS,NYG",8.423856735229492,9.0,2025.0,18.933333333333334,,1.0,267,46.0
C.Rush,Cooper Rush,QB,67.36190032958984,8,8.42023754119873,"CLE,NYJ,CIN,PIT,CIN,NE,GB,PIT",,,,,,,268,
J.Adams,Josh Adams,RB,67.27001953125,8,8.40875244140625,"NE,BAL,ATL,MIA,JAX,NO,NE,BUF",,,,,,,269,
S.LaPorta,Sam LaPorta,TE,67.1800308227539,8,8.397503852844238,"PHI,NYG,GB,DAL,LA,PIT,MIN,CHI",8.397503852844238,9.0,2025.0,13.733333333333334,,1.0,270,23.0
M.Crosby,M.Crosby,K,67.04110717773438,8,8.380138397216797,"BYE,BYE,BYE,BYE,BYE,BYE,BYE,BYE",,,,,,,271,
